trip_distance,fare_amount,tip_amount,extra,tolls_amount,total_amount,airport_fee,improvement_surcharge,congestion_surcharge,mta_tax
1.67,7.5,0.0,1.0,0.0,11.8,"",0.3,2.5,0.5
0.99,5.5,1.0,1.0,0.0,10.8,"",0.3,2.5,0.5
1.24,6.5,1.08,1.0,0.0,11.88,"",0.3,2.5,0.5
0.99,6.0,0.0,1.0,0.0,10.3,"",0.3,2.5,0.5
1.27,6.5,2.16,1.0,0.0,12.96,"",0.3,2.5,0.5
2.33,9.5,2.76,1.0,0.0,16.56,"",0.3,2.5,0.5
1.7,9.5,1.0,1.0,0.0,14.8,"",0.3,2.5,0.5
4.04,18.5,4.56,1.0,0.0,27.36,"",0.3,2.5,0.5
5.3,19.0,4.65,3.5,0.0,27.95,"",0.3,2.5,0.5
4.0,15.5,2.0,3.5,0.0,21.8,"",0.3,2.5,0.5
0.7,4.5,2.6,3.5,0.0,11.4,"",0.3,2.5,0.5
0.9,4.5,2.0,3.5,0.0,10.8,"",0.3,2.5,0.5
1.2,6.0,0.0,3.5,0.0,10.3,"",0.3,2.5,0.5
13.6,42.5,5.0,3.5,0.0,51.8,"",0.3,2.5,0.5
0.56,4.0,0.0,1.0,0.0,8.3,"",0.3,2.5,0.5
1.43,7.5,2.36,1.0,0.0,14.16,"",0.3,2.5,0.5
0.72,4.5,0.0,1.0,0.0,8.8,"",0.3,2.5,0.5
0.9,5.5,0.0,3.5,0.0,9.8,"",0.3,2.5,0.5
2.3,10.5,4.4,3.5,0.0,19.2,"",0.3,2.5,0.5
1.9,9.0,1.0,3.5,0.0,14.3,"",0.3,2.5,0.5
0.99,5.5,1.96,1.0,0.0,11.76,"",0.3,2.5,0.5
14.2,63.0,0.0,1.0,0.0,67.3,"",0.3,2.5,0.5
1.93,9.5,2.07,1.0,0.0,15.87,"",0.3,2.5,0.5
0.62,4.5,2.2,1.0,0.0,11.0,"",0.3,2.5,0.5
1.53,7.5,2.0,1.0,0.0,13.8,"",0.3,2.5,0.5
2.14,11.5,0.0,1.0,0.0,15.8,"",0.3,2.5,0.5
3.87,14.5,3.0,1.0,0.0,21.8,"",0.3,2.5,0.5
0.18,3.0,0.0,1.0,0.0,7.3,"",0.3,2.5,0.5
1.0,6.0,0.0,1.0,0.0,10.3,"",0.3,2.5,0.5
3.84,15.0,3.86,1.0,0.0,23.16,"",0.3,2.5,0.5
1.17,7.0,0.0,1.0,0.0,11.3,"",0.3,2.5,0.5
0.5,4.0,0.0,1.0,0.0,8.3,"",0.3,2.5,0.5
1.3,6.0,1.55,3.5,0.0,11.85,"",0.3,2.5,0.5
2.2,9.5,2.75,3.5,0.0,16.55,"",0.3,2.5,0.5
0.6,5.0,1.85,3.5,0.0,11.15,"",0.3,2.5,0.5
0.6,6.5,0.0,3.5,0.0,10.8,"",0.3,2.5,0.5
2.31,10.5,2.96,1.0,0.0,17.76,"",0.3,2.5,0.5
4.11,17.5,4.36,1.0,0.0,26.16,"",0.3,2.5,0.5
0.49,4.5,1.76,1.0,0.0,10.56,"",0.3,2.5,0.5
1.99,9.0,0.0,1.0,0.0,13.3,"",0.3,2.5,0.5
2.7,13.5,2.5,3.5,0.0,20.3,"",0.3,2.5,0.5
